flightId,crud,createdAt,flightType,from,to,airplaneType,fliedAt
ZR8863,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
ES2549,delete,18/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,18/05/2024
RV4695,delete,18/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,18/05/2024
LK3159,delete,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
PZ8596,create,18/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,18/05/2024
FV4517,create,18/05/2024,local,ADD,AMH,CASA C-212 Aviocar,18/05/2024
RQ2368,create,18/05/2024,international,ADD,SIN,Airbus A330,18/05/2024
MC2291,create,18/05/2024,local,ADD,ADD,Beechcraft 1900,18/05/2024
WA6031,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
FC3493,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
FQ6477,create,18/05/2024,international,ADD,DXB,Boeing 767,18/05/2024
TL3437,delete,18/05/2024,international,ADD,ICN,Boeing 777,18/05/2024
FP5171,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
MB2248,delete,18/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,18/05/2024
RZ7269,delete,18/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,18/05/2024
GY3257,delete,18/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,18/05/2024
KP9779,delete,18/05/2024,local,ADD,JIJ,Cessna 208 Caravan,18/05/2024
UG6001,delete,18/05/2024,local,ADD,JIJ,Cessna 208 Caravan,18/05/2024
PW4408,delete,18/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,18/05/2024
CK9123,delete,18/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,18/05/2024
DK4519,create,18/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,18/05/2024
MX1184,create,18/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,18/05/2024
LH4931,create,18/05/2024,local,ADD,ADD,CASA C-212 Aviocar,18/05/2024
ZR6342,create,18/05/2024,local,ADD,DIR,Beechcraft 1900,18/05/2024
WR8994,create,18/05/2024,international,ADD,DXB,Airbus A330,18/05/2024
HX6614,create,18/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,18/05/2024
ID2559,create,18/05/2024,local,ADD,BJR,Beechcraft 1900,18/05/2024
ZV4817,delete,18/05/2024,local,ADD,DIR,Cessna 208 Caravan,18/05/2024
SW1884,delete,18/05/2024,international,ADD,AMS,Boeing 767,18/05/2024
AW6579,delete,18/05/2024,local,ADD,BJR,Cessna 208 Caravan,18/05/2024
EE2235,create,18/05/2024,international,ADD,DXB,Boeing 767,18/05/2024
VT7138,create,18/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,18/05/2024
AS1673,create,18/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,18/05/2024
UO2591,create,18/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,18/05/2024
XJ2990,create,18/05/2024,local,ADD,MQX,Cessna 208 Caravan,18/05/2024
OC5263,create,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
BG4215,create,18/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,18/05/2024
PU5265,create,18/05/2024,local,ADD,JIJ,Cessna 208 Caravan,18/05/2024
CE7527,delete,18/05/2024,international,ADD,SIN,Airbus A330,18/05/2024
UD2872,delete,18/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,18/05/2024
NA6322,delete,18/05/2024,local,ADD,JIJ,Beechcraft 1900,18/05/2024
MC4911,delete,18/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,18/05/2024
ME5022,delete,18/05/2024,international,ADD,JFK,Airbus A330,18/05/2024
FG4573,create,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
GR7117,create,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
FY4576,create,18/05/2024,international,ADD,LAX,Boeing 747,18/05/2024
UY5621,create,18/05/2024,international,ADD,SIN,Boeing 777,18/05/2024
DQ1248,create,18/05/2024,local,ADD,AMH,Cessna 208 Caravan,18/05/2024
EP2041,create,18/05/2024,international,ADD,HND,Boeing 787 Dreamliner,18/05/2024
FP8702,create,18/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,18/05/2024
KT9683,create,18/05/2024,international,ADD,HND,Airbus A330,18/05/2024
MQ8808,create,18/05/2024,local,ADD,DIR,Cessna 208 Caravan,18/05/2024
ZR8518,create,18/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,18/05/2024
JU7699,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
CH9113,create,18/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,18/05/2024
SP8457,create,18/05/2024,local,ADD,MQX,Cessna 208 Caravan,18/05/2024
CI9561,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
QD6761,delete,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
OS2511,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
XR8487,delete,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
LD9950,delete,18/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,18/05/2024
KG3481,delete,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
WO7839,delete,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
DW6310,create,18/05/2024,international,ADD,HND,Airbus A330,18/05/2024
RK9278,create,18/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,18/05/2024
UU4255,create,18/05/2024,local,ADD,AMH,Cessna 208 Caravan,18/05/2024
CF7623,create,18/05/2024,international,ADD,CDG,Boeing 747,18/05/2024
OR5661,create,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
IA7609,create,18/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,18/05/2024
TV8752,create,18/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,18/05/2024
SH9492,create,18/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,18/05/2024
SL8386,create,18/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,18/05/2024
ZL3537,delete,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
ZP1567,create,18/05/2024,international,ADD,CDG,Boeing 747,18/05/2024
PX9139,delete,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
GB9488,create,18/05/2024,local,ADD,ADD,CASA C-212 Aviocar,18/05/2024
JV7205,create,18/05/2024,international,ADD,CDG,Airbus A330,18/05/2024
MN5132,delete,18/05/2024,local,ADD,ADD,Beechcraft 1900,18/05/2024
MI1548,create,18/05/2024,international,ADD,HND,Boeing 777,18/05/2024
WA1455,create,18/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,18/05/2024
TL4024,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
LX1719,create,18/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,18/05/2024
LI7327,delete,18/05/2024,local,ADD,DIR,CASA C-212 Aviocar,18/05/2024
MP9149,delete,18/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,18/05/2024
OO2802,create,18/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,18/05/2024
EF7813,create,18/05/2024,international,ADD,JFK,Boeing 767,18/05/2024
ZO1256,create,18/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,18/05/2024
TO3252,create,18/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,18/05/2024
GH3226,create,18/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,18/05/2024
OP9618,create,18/05/2024,international,ADD,JFK,Boeing 767,18/05/2024
HQ7015,delete,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
ZQ9504,create,18/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,18/05/2024
FP5216,create,18/05/2024,international,ADD,LAX,Airbus A330,18/05/2024
PQ1907,create,18/05/2024,local,ADD,JIM,Beechcraft 1900,18/05/2024
DW8778,create,18/05/2024,international,ADD,SFO,Boeing 767,18/05/2024
QT8369,create,18/05/2024,international,ADD,HND,Boeing 747,18/05/2024
YF4214,delete,18/05/2024,international,ADD,CDG,Airbus A330,18/05/2024
WK3057,delete,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
IF2055,create,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
LZ3966,create,18/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,18/05/2024
QS4719,create,18/05/2024,international,ADD,LAX,Boeing 767,18/05/2024
NJ7484,create,18/05/2024,international,ADD,DXB,Airbus A330,18/05/2024
OW5954,create,18/05/2024,international,ADD,DXB,Boeing 777,18/05/2024
MM5542,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
XV8035,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
RZ9131,create,18/05/2024,international,ADD,HND,Boeing 777,18/05/2024
OF4873,create,18/05/2024,international,ADD,CDG,Boeing 767,18/05/2024
UV9990,create,18/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,18/05/2024
MN9730,create,18/05/2024,international,ADD,CDG,Airbus A330,18/05/2024
DF6178,create,18/05/2024,local,ADD,LLI,CASA C-212 Aviocar,18/05/2024
ZE4758,create,18/05/2024,local,ADD,AMH,Beechcraft 1900,18/05/2024
IA8307,delete,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
CN8197,delete,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
BE3607,delete,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
TZ5248,delete,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
ZU2462,delete,18/05/2024,international,ADD,LAX,Airbus A330,18/05/2024
OG6379,delete,18/05/2024,local,ADD,AMH,Beechcraft 1900,18/05/2024
DU3020,delete,18/05/2024,international,ADD,DXB,Boeing 747,18/05/2024
JR8074,delete,18/05/2024,international,ADD,SIN,Boeing 767,18/05/2024
BJ4836,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
PE5285,delete,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
KJ9798,delete,18/05/2024,local,ADD,MQX,Cessna 208 Caravan,18/05/2024
XP7880,delete,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
ZM5499,delete,18/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,18/05/2024
CG9542,delete,18/05/2024,international,ADD,JFK,Airbus A330,18/05/2024
QG5038,delete,18/05/2024,international,ADD,HND,Airbus A330,18/05/2024
MX2690,create,18/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,18/05/2024
MV8147,create,18/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,18/05/2024
LC2495,create,18/05/2024,local,ADD,JIM,Cessna 208 Caravan,18/05/2024
JK8909,create,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
KW6619,create,18/05/2024,international,ADD,CDG,Airbus A330,18/05/2024
JU8647,create,18/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,18/05/2024
MJ5088,create,18/05/2024,international,ADD,SFO,Boeing 767,18/05/2024
VK1125,create,18/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,18/05/2024
ZJ3240,create,18/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,18/05/2024
FS7407,create,18/05/2024,international,ADD,AMS,Boeing 777,18/05/2024
CK9661,create,18/05/2024,international,ADD,SFO,Boeing 747,18/05/2024
NC4858,create,18/05/2024,international,ADD,HND,Boeing 747,18/05/2024
MW1768,create,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
DV8970,create,18/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,18/05/2024
MC7511,delete,18/05/2024,international,ADD,SIN,Airbus A330,18/05/2024
UM4272,delete,18/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,18/05/2024
IJ3805,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
AQ9546,delete,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
WV3923,create,18/05/2024,international,ADD,FRA,Boeing 747,18/05/2024
LJ1168,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
KV5726,create,18/05/2024,international,ADD,FRA,Boeing 747,18/05/2024
LG3753,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
KJ1194,create,18/05/2024,international,ADD,DXB,Boeing 777,18/05/2024
QJ5986,create,18/05/2024,international,ADD,SFO,Boeing 767,18/05/2024
BT2987,create,18/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,18/05/2024
HD9073,create,18/05/2024,local,ADD,JIM,CASA C-212 Aviocar,18/05/2024
II4650,delete,18/05/2024,local,ADD,JIJ,Cessna 208 Caravan,18/05/2024
PD4357,delete,18/05/2024,local,ADD,BJR,CASA C-212 Aviocar,18/05/2024
TI4242,delete,18/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,18/05/2024
MU7690,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
HF8678,delete,18/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,18/05/2024
XM1168,delete,18/05/2024,international,ADD,SIN,Boeing 767,18/05/2024
QK2556,delete,18/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,18/05/2024
ZY5712,delete,18/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,18/05/2024
CR7195,delete,18/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,18/05/2024
WV3923,update,18/05/2024,Local,DIR,BJR,Boeing 747,18/05/2024
WV3923,delete,18/05/2024,Local,DIR,BJR,Boeing 747,18/05/2024
LJ1168,delete,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
OA4976,create,18/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,18/05/2024
ZU8064,create,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
CS7019,create,18/05/2024,international,ADD,HND,Boeing 777,18/05/2024
QI5651,create,18/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,18/05/2024
KP8970,create,18/05/2024,international,ADD,CDG,Airbus A330,18/05/2024
DQ4183,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
BJ3418,create,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
SF1659,create,18/05/2024,international,ADD,DXB,Boeing 747,18/05/2024
YL2079,create,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
DI1111,create,18/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,18/05/2024
PW3287,create,18/05/2024,international,ADD,CDG,Boeing 767,18/05/2024
HH8016,delete,18/05/2024,local,ADD,BJR,Cessna 208 Caravan,18/05/2024
BG1616,delete,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
QW5385,delete,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
AK3934,delete,18/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,18/05/2024
XH8478,delete,18/05/2024,international,ADD,AMS,Boeing 747,18/05/2024
ZQ6130,delete,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
AU7159,delete,18/05/2024,international,ADD,AMS,Airbus A330,18/05/2024
WU4015,create,18/05/2024,international,ADD,SIN,Boeing 747,18/05/2024
VY1662,create,18/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,18/05/2024
SP1645,create,18/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,18/05/2024
SO2356,create,18/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,18/05/2024
FZ8738,create,18/05/2024,local,ADD,AMH,Cessna 208 Caravan,18/05/2024
QA4633,create,18/05/2024,international,ADD,HND,Boeing 767,18/05/2024
FX7180,create,18/05/2024,international,ADD,CDG,Boeing 747,18/05/2024
OP6442,create,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
II6697,create,18/05/2024,local,ADD,MQX,Cessna 208 Caravan,18/05/2024
CJ5961,create,18/05/2024,international,ADD,HND,Boeing 787 Dreamliner,18/05/2024
PN8759,create,18/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,18/05/2024
SP2213,create,18/05/2024,international,ADD,HND,Boeing 787 Dreamliner,18/05/2024
VY1660,create,18/05/2024,international,ADD,AMS,Airbus A330,18/05/2024
SJ8764,delete,18/05/2024,local,ADD,DIR,CASA C-212 Aviocar,18/05/2024
IL8000,delete,18/05/2024,international,ADD,LAX,Boeing 767,18/05/2024
XM2082,delete,18/05/2024,international,ADD,SIN,Boeing 767,18/05/2024
ZZ8026,delete,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
CJ1832,create,18/05/2024,international,ADD,DXB,Boeing 767,18/05/2024
YM5132,create,18/05/2024,local,ADD,MQX,CASA C-212 Aviocar,18/05/2024
BZ7286,create,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
AX6585,create,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
PR2478,create,18/05/2024,international,ADD,JFK,Boeing 777,18/05/2024
GM3650,create,18/05/2024,international,ADD,DXB,Airbus A330,18/05/2024
WV7752,create,18/05/2024,international,ADD,HND,Boeing 787 Dreamliner,18/05/2024
ED2497,create,18/05/2024,international,ADD,JFK,Airbus A330,18/05/2024
QC8754,delete,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
LP7082,delete,18/05/2024,local,ADD,BJR,CASA C-212 Aviocar,18/05/2024
WH9070,delete,18/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,18/05/2024
SJ1550,delete,18/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,18/05/2024
PI1380,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
XW3900,create,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
SE6574,create,18/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,18/05/2024
NQ6920,create,18/05/2024,local,ADD,MQX,CASA C-212 Aviocar,18/05/2024
LV5749,create,18/05/2024,international,ADD,SFO,Boeing 777,18/05/2024
BH6840,create,18/05/2024,international,ADD,LAX,Boeing 777,18/05/2024
FW2874,create,18/05/2024,local,ADD,ADD,Beechcraft 1900,18/05/2024
WX5314,create,18/05/2024,local,ADD,MQX,Cessna 208 Caravan,18/05/2024
PN8962,create,18/05/2024,local,ADD,BJR,CASA C-212 Aviocar,18/05/2024
IL3461,create,18/05/2024,local,ADD,DIR,CASA C-212 Aviocar,18/05/2024
YQ7877,create,18/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,18/05/2024
YN3421,create,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
AC6591,create,18/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,18/05/2024
VO2681,delete,18/05/2024,international,ADD,AMS,Airbus A330,18/05/2024
UH2888,delete,18/05/2024,international,ADD,HND,Boeing 767,18/05/2024
GS2193,create,18/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,18/05/2024
BC9492,create,18/05/2024,international,ADD,DXB,Boeing 767,18/05/2024
KF6859,create,18/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,18/05/2024
WT5715,create,18/05/2024,local,ADD,JIJ,Beechcraft 1900,18/05/2024
WJ3271,create,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
DW4944,create,18/05/2024,international,ADD,ICN,Airbus A330,18/05/2024
JF9741,create,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
VE9417,create,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
CH4947,create,18/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,18/05/2024
IU3501,create,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
XP6404,create,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
XQ7491,create,18/05/2024,local,ADD,AMH,Cessna 208 Caravan,18/05/2024
ON1849,delete,18/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,18/05/2024
YL5135,delete,18/05/2024,international,ADD,ICN,Boeing 747,18/05/2024
TO3671,delete,18/05/2024,international,ADD,JFK,Boeing 767,18/05/2024
EQ3322,delete,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
FC1690,delete,18/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,18/05/2024
BA7202,delete,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
LQ7508,delete,18/05/2024,local,ADD,MQX,CASA C-212 Aviocar,18/05/2024
AL7079,delete,18/05/2024,local,ADD,JIM,CASA C-212 Aviocar,18/05/2024
QJ3209,create,18/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,18/05/2024
OK6826,create,18/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,18/05/2024
BQ1741,create,18/05/2024,international,ADD,SFO,Airbus A330,18/05/2024
NL4031,create,18/05/2024,local,ADD,GDQ,Beechcraft 1900,18/05/2024
ZM9628,create,18/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,18/05/2024
TV4631,create,18/05/2024,international,ADD,AMS,Boeing 747,18/05/2024
YX8458,create,18/05/2024,international,ADD,LAX,Boeing 747,18/05/2024
UP2338,create,18/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,18/05/2024
CD7461,create,18/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,18/05/2024
ER8426,create,18/05/2024,international,ADD,JFK,Boeing 747,18/05/2024
CW4617,create,18/05/2024,international,ADD,ICN,Boeing 777,18/05/2024
JS1622,create,18/05/2024,local,ADD,LLI,Cessna 208 Caravan,18/05/2024
QQ1599,delete,18/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,18/05/2024
UO7267,delete,18/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,18/05/2024
RD4217,delete,18/05/2024,local,ADD,ADD,Cessna 208 Caravan,18/05/2024
EK8025,delete,18/05/2024,international,ADD,SFO,Boeing 767,18/05/2024
VM4134,delete,18/05/2024,local,ADD,DIR,CASA C-212 Aviocar,18/05/2024
RW9575,delete,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
YK4849,delete,18/05/2024,international,ADD,JFK,Airbus A330,18/05/2024
DD7147,create,18/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,18/05/2024
GE3915,create,18/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,18/05/2024
TE8493,create,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
GA1108,create,18/05/2024,local,ADD,JIM,CASA C-212 Aviocar,18/05/2024
ST8082,create,18/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,18/05/2024
BI3281,create,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
SL8345,create,18/05/2024,local,ADD,AXU,Cessna 208 Caravan,18/05/2024
NI6796,create,18/05/2024,local,ADD,BJR,Cessna 208 Caravan,18/05/2024
NE3998,create,18/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,18/05/2024
NZ1462,create,18/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,18/05/2024
UW1580,delete,18/05/2024,international,ADD,ICN,Boeing 747,18/05/2024
SZ8577,delete,18/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,18/05/2024
FE6237,delete,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
ZY9891,delete,18/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,18/05/2024
WG5521,create,18/05/2024,local,ADD,ADD,CASA C-212 Aviocar,18/05/2024
PN5497,create,18/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,18/05/2024
QL3009,create,18/05/2024,local,ADD,DIR,Beechcraft 1900,18/05/2024
GB1879,create,18/05/2024,international,ADD,JFK,Boeing 777,18/05/2024
WT8357,create,18/05/2024,local,ADD,JIJ,Cessna 208 Caravan,18/05/2024
WU9016,create,18/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,18/05/2024
SU6933,create,18/05/2024,international,ADD,AMS,Airbus A330,18/05/2024
LS8183,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
YR3316,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
CJ8905,delete,18/05/2024,international,ADD,CDG,Boeing 777,18/05/2024
SW5370,delete,18/05/2024,international,ADD,CDG,Boeing 747,18/05/2024
BL6410,create,18/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,18/05/2024
OI1677,create,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
AI4892,create,18/05/2024,international,ADD,JFK,Airbus A330,18/05/2024
BI6605,create,18/05/2024,local,ADD,AXU,Beechcraft 1900,18/05/2024
KA9571,create,18/05/2024,local,ADD,LLI,Beechcraft 1900,18/05/2024
HI2519,create,18/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,18/05/2024
GE3926,create,18/05/2024,local,ADD,LLI,CASA C-212 Aviocar,18/05/2024
RY2088,create,18/05/2024,international,ADD,SIN,Airbus A330,18/05/2024
EY4941,create,18/05/2024,local,ADD,DIR,Beechcraft 1900,18/05/2024
JW2257,create,18/05/2024,international,ADD,HND,Boeing 767,18/05/2024
DF9294,create,18/05/2024,international,ADD,LAX,Boeing 767,18/05/2024
YS4514,delete,18/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,18/05/2024
IX8865,delete,18/05/2024,international,ADD,FRA,Airbus A330,18/05/2024
AY5754,delete,18/05/2024,local,ADD,DIR,Beechcraft 1900,18/05/2024
ZI8974,delete,18/05/2024,international,ADD,SIN,Boeing 767,18/05/2024
SH6482,delete,18/05/2024,international,ADD,SFO,Boeing 777,18/05/2024
DJ9374,delete,18/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,18/05/2024
SV2386,create,18/05/2024,international,ADD,AMS,Airbus A330,18/05/2024
MU6296,create,18/05/2024,local,ADD,BJR,Beechcraft 1900,18/05/2024
HL4895,create,18/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,18/05/2024
ZE1943,create,18/05/2024,local,ADD,MQX,CASA C-212 Aviocar,18/05/2024
TG1896,create,18/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,18/05/2024
CR7504,create,18/05/2024,international,ADD,ICN,Boeing 777,18/05/2024
EX1179,create,18/05/2024,international,ADD,LAX,Boeing 747,18/05/2024
BI2371,create,18/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,18/05/2024
EN9435,create,18/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,18/05/2024
XQ1828,create,18/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,18/05/2024
XM2271,create,18/05/2024,international,ADD,SIN,Boeing 777,18/05/2024
KA8994,create,18/05/2024,local,ADD,LLI,CASA C-212 Aviocar,18/05/2024
LE6402,create,18/05/2024,international,ADD,FRA,Boeing 747,18/05/2024
FP8814,create,18/05/2024,international,ADD,SFO,Boeing 747,18/05/2024
WR3303,delete,18/05/2024,local,ADD,ADD,Cessna 208 Caravan,18/05/2024
KE1224,delete,18/05/2024,local,ADD,ADD,CASA C-212 Aviocar,18/05/2024
DL2223,delete,18/05/2024,local,ADD,DIR,Beechcraft 1900,18/05/2024
