flightId,updatedAt,updatedDate,reason,description
WP6338,18/05/2024,18/05/2024,Weather Conditions,no description provided
EE9232,18/05/2024,18/05/2024,Weather Conditions,no description provided
IX5413,18/05/2024,18/05/2024,Weather Conditions,no description provided
EX3524,18/05/2024,18/05/2024,Weather Conditions,no description provided
HO2408,18/05/2024,18/05/2024,Weather Conditions,no description provided
RX6557,18/05/2024,18/05/2024,Weather Conditions,no description provided
JK9574,18/05/2024,18/05/2024,Weather Conditions,no description provided
RP6097,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZR8863,18/05/2024,18/05/2024,Weather Conditions,no description provided
ES2549,18/05/2024,18/05/2024,Weather Conditions,no description provided
RV4695,18/05/2024,18/05/2024,Weather Conditions,no description provided
LK3159,18/05/2024,18/05/2024,Weather Conditions,no description provided
TL3437,18/05/2024,18/05/2024,Weather Conditions,no description provided
FP5171,18/05/2024,18/05/2024,Weather Conditions,no description provided
MB2248,18/05/2024,18/05/2024,Weather Conditions,no description provided
RZ7269,18/05/2024,18/05/2024,Weather Conditions,no description provided
GY3257,18/05/2024,18/05/2024,Weather Conditions,no description provided
KP9779,18/05/2024,18/05/2024,Weather Conditions,no description provided
UG6001,18/05/2024,18/05/2024,Weather Conditions,no description provided
PW4408,18/05/2024,18/05/2024,Weather Conditions,no description provided
CK9123,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZV4817,18/05/2024,18/05/2024,Weather Conditions,no description provided
SW1884,18/05/2024,18/05/2024,Weather Conditions,no description provided
AW6579,18/05/2024,18/05/2024,Weather Conditions,no description provided
CE7527,18/05/2024,18/05/2024,Weather Conditions,no description provided
UD2872,18/05/2024,18/05/2024,Weather Conditions,no description provided
NA6322,18/05/2024,18/05/2024,Weather Conditions,no description provided
MC4911,18/05/2024,18/05/2024,Weather Conditions,no description provided
ME5022,18/05/2024,18/05/2024,Weather Conditions,no description provided
QD6761,18/05/2024,18/05/2024,Weather Conditions,no description provided
OS2511,18/05/2024,18/05/2024,Weather Conditions,no description provided
XR8487,18/05/2024,18/05/2024,Weather Conditions,no description provided
LD9950,18/05/2024,18/05/2024,Weather Conditions,no description provided
KG3481,18/05/2024,18/05/2024,Weather Conditions,no description provided
WO7839,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZL3537,18/05/2024,18/05/2024,Weather Conditions,no description provided
PX9139,18/05/2024,18/05/2024,Weather Conditions,no description provided
MN5132,18/05/2024,18/05/2024,Weather Conditions,no description provided
TL4024,18/05/2024,18/05/2024,Weather Conditions,no description provided
LI7327,18/05/2024,18/05/2024,Weather Conditions,no description provided
MP9149,18/05/2024,18/05/2024,Weather Conditions,no description provided
HQ7015,18/05/2024,18/05/2024,Weather Conditions,no description provided
YF4214,18/05/2024,18/05/2024,Weather Conditions,no description provided
WK3057,18/05/2024,18/05/2024,Weather Conditions,no description provided
MM5542,18/05/2024,18/05/2024,Weather Conditions,no description provided
XV8035,18/05/2024,18/05/2024,Weather Conditions,no description provided
IA8307,18/05/2024,18/05/2024,Weather Conditions,no description provided
CN8197,18/05/2024,18/05/2024,Weather Conditions,no description provided
TZ5248,18/05/2024,18/05/2024,Weather Conditions,no description provided
BE3607,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZU2462,18/05/2024,18/05/2024,Weather Conditions,no description provided
OG6379,18/05/2024,18/05/2024,Weather Conditions,no description provided
DU3020,18/05/2024,18/05/2024,Weather Conditions,no description provided
BJ4836,18/05/2024,18/05/2024,Weather Conditions,no description provided
JR8074,18/05/2024,18/05/2024,Weather Conditions,no description provided
PE5285,18/05/2024,18/05/2024,Weather Conditions,no description provided
KJ9798,18/05/2024,18/05/2024,Weather Conditions,no description provided
XP7880,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZM5499,18/05/2024,18/05/2024,Weather Conditions,no description provided
CG9542,18/05/2024,18/05/2024,Weather Conditions,no description provided
QG5038,18/05/2024,18/05/2024,Weather Conditions,no description provided
MC7511,18/05/2024,18/05/2024,Weather Conditions,no description provided
UM4272,18/05/2024,18/05/2024,Weather Conditions,no description provided
IJ3805,18/05/2024,18/05/2024,Weather Conditions,no description provided
AQ9546,18/05/2024,18/05/2024,Weather Conditions,no description provided
II4650,18/05/2024,18/05/2024,Weather Conditions,no description provided
PD4357,18/05/2024,18/05/2024,Weather Conditions,no description provided
TI4242,18/05/2024,18/05/2024,Weather Conditions,no description provided
MU7690,18/05/2024,18/05/2024,Weather Conditions,no description provided
HF8678,18/05/2024,18/05/2024,Weather Conditions,no description provided
XM1168,18/05/2024,18/05/2024,Weather Conditions,no description provided
QK2556,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZY5712,18/05/2024,18/05/2024,Weather Conditions,no description provided
CR7195,18/05/2024,18/05/2024,Weather Conditions,no description provided
WV3923,18/05/2024,18/05/2024,Pilot or Crew Availability,no description provided
WV3923,18/05/2024,18/05/2024,Weather Conditions,no description provided
LJ1168,18/05/2024,18/05/2024,Weather Conditions,no description provided
HH8016,18/05/2024,18/05/2024,Weather Conditions,no description provided
BG1616,18/05/2024,18/05/2024,Weather Conditions,no description provided
QW5385,18/05/2024,18/05/2024,Weather Conditions,no description provided
AK3934,18/05/2024,18/05/2024,Weather Conditions,no description provided
XH8478,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZQ6130,18/05/2024,18/05/2024,Weather Conditions,no description provided
AU7159,18/05/2024,18/05/2024,Weather Conditions,no description provided
SJ8764,18/05/2024,18/05/2024,Weather Conditions,no description provided
IL8000,18/05/2024,18/05/2024,Weather Conditions,no description provided
XM2082,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZZ8026,18/05/2024,18/05/2024,Weather Conditions,no description provided
QC8754,18/05/2024,18/05/2024,Weather Conditions,no description provided
LP7082,18/05/2024,18/05/2024,Weather Conditions,no description provided
WH9070,18/05/2024,18/05/2024,Weather Conditions,no description provided
SJ1550,18/05/2024,18/05/2024,Weather Conditions,no description provided
VO2681,18/05/2024,18/05/2024,Weather Conditions,no description provided
UH2888,18/05/2024,18/05/2024,Weather Conditions,no description provided
ON1849,18/05/2024,18/05/2024,Weather Conditions,no description provided
YL5135,18/05/2024,18/05/2024,Weather Conditions,no description provided
TO3671,18/05/2024,18/05/2024,Weather Conditions,no description provided
EQ3322,18/05/2024,18/05/2024,Weather Conditions,no description provided
FC1690,18/05/2024,18/05/2024,Weather Conditions,no description provided
BA7202,18/05/2024,18/05/2024,Weather Conditions,no description provided
LQ7508,18/05/2024,18/05/2024,Weather Conditions,no description provided
AL7079,18/05/2024,18/05/2024,Weather Conditions,no description provided
QQ1599,18/05/2024,18/05/2024,Weather Conditions,no description provided
UO7267,18/05/2024,18/05/2024,Weather Conditions,no description provided
RD4217,18/05/2024,18/05/2024,Weather Conditions,no description provided
EK8025,18/05/2024,18/05/2024,Weather Conditions,no description provided
VM4134,18/05/2024,18/05/2024,Weather Conditions,no description provided
RW9575,18/05/2024,18/05/2024,Weather Conditions,no description provided
YK4849,18/05/2024,18/05/2024,Weather Conditions,no description provided
UW1580,18/05/2024,18/05/2024,Weather Conditions,no description provided
SZ8577,18/05/2024,18/05/2024,Weather Conditions,no description provided
FE6237,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZY9891,18/05/2024,18/05/2024,Weather Conditions,no description provided
LS8183,18/05/2024,18/05/2024,Weather Conditions,no description provided
YR3316,18/05/2024,18/05/2024,Weather Conditions,no description provided
CJ8905,18/05/2024,18/05/2024,Weather Conditions,no description provided
SW5370,18/05/2024,18/05/2024,Weather Conditions,no description provided
YS4514,18/05/2024,18/05/2024,Weather Conditions,no description provided
IX8865,18/05/2024,18/05/2024,Weather Conditions,no description provided
AY5754,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZI8974,18/05/2024,18/05/2024,Weather Conditions,no description provided
SH6482,18/05/2024,18/05/2024,Weather Conditions,no description provided
DJ9374,18/05/2024,18/05/2024,Weather Conditions,no description provided
WR3303,18/05/2024,18/05/2024,Weather Conditions,no description provided
KE1224,18/05/2024,18/05/2024,Weather Conditions,no description provided
DL2223,18/05/2024,18/05/2024,Weather Conditions,no description provided
TB3027,18/05/2024,18/05/2024,Weather Conditions,no description provided
UQ9687,18/05/2024,18/05/2024,Weather Conditions,no description provided
TS4567,18/05/2024,18/05/2024,Weather Conditions,no description provided
XI3960,18/05/2024,18/05/2024,Weather Conditions,no description provided
OI6598,18/05/2024,18/05/2024,Weather Conditions,no description provided
IV3440,18/05/2024,18/05/2024,Weather Conditions,no description provided
UM2364,18/05/2024,18/05/2024,Weather Conditions,no description provided
GK5118,18/05/2024,18/05/2024,Weather Conditions,no description provided
QA3372,18/05/2024,18/05/2024,Weather Conditions,no description provided
TD7371,18/05/2024,18/05/2024,Weather Conditions,no description provided
TV7959,18/05/2024,18/05/2024,Weather Conditions,no description provided
UT4115,18/05/2024,18/05/2024,Weather Conditions,no description provided
AG5018,18/05/2024,18/05/2024,Weather Conditions,no description provided
AM2128,18/05/2024,18/05/2024,Weather Conditions,no description provided
WH3760,18/05/2024,18/05/2024,Weather Conditions,no description provided
CR2215,18/05/2024,18/05/2024,Weather Conditions,no description provided
VQ2304,18/05/2024,18/05/2024,Weather Conditions,no description provided
RZ2831,18/05/2024,18/05/2024,Weather Conditions,no description provided
RS4394,18/05/2024,18/05/2024,Weather Conditions,no description provided
TA8576,18/05/2024,18/05/2024,Weather Conditions,no description provided
EG3135,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZE1323,18/05/2024,18/05/2024,Weather Conditions,no description provided
DP8412,18/05/2024,18/05/2024,Weather Conditions,no description provided
DU5054,18/05/2024,18/05/2024,Weather Conditions,no description provided
XT7332,18/05/2024,18/05/2024,Weather Conditions,no description provided
GM7861,18/05/2024,18/05/2024,Weather Conditions,no description provided
NI9952,18/05/2024,18/05/2024,Weather Conditions,no description provided
NS6395,18/05/2024,18/05/2024,Weather Conditions,no description provided
IO5616,18/05/2024,18/05/2024,Weather Conditions,no description provided
LN7465,18/05/2024,18/05/2024,Weather Conditions,no description provided
GJ2672,18/05/2024,18/05/2024,Weather Conditions,no description provided
KH3378,18/05/2024,18/05/2024,Weather Conditions,no description provided
RY4887,18/05/2024,18/05/2024,Weather Conditions,no description provided
XY8822,18/05/2024,18/05/2024,Weather Conditions,no description provided
DE1327,18/05/2024,18/05/2024,Weather Conditions,no description provided
FF7149,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZT7733,18/05/2024,18/05/2024,Weather Conditions,no description provided
DU2609,18/05/2024,18/05/2024,Weather Conditions,no description provided
UL5209,18/05/2024,18/05/2024,Weather Conditions,no description provided
RD5891,18/05/2024,18/05/2024,Weather Conditions,no description provided
WQ3663,18/05/2024,18/05/2024,Weather Conditions,no description provided
JE3863,18/05/2024,18/05/2024,Weather Conditions,no description provided
CD3262,18/05/2024,18/05/2024,Weather Conditions,no description provided
LI7468,18/05/2024,18/05/2024,Weather Conditions,no description provided
EY1726,18/05/2024,18/05/2024,Weather Conditions,no description provided
AM1192,18/05/2024,18/05/2024,Weather Conditions,no description provided
WH2258,18/05/2024,18/05/2024,Weather Conditions,no description provided
HK9381,18/05/2024,18/05/2024,Weather Conditions,no description provided
KD4269,18/05/2024,18/05/2024,Weather Conditions,no description provided
EI9274,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZE4588,18/05/2024,18/05/2024,Weather Conditions,no description provided
YK1534,18/05/2024,18/05/2024,Weather Conditions,no description provided
ES8160,18/05/2024,18/05/2024,Weather Conditions,no description provided
PF2419,18/05/2024,18/05/2024,Weather Conditions,no description provided
KP7122,18/05/2024,18/05/2024,Weather Conditions,no description provided
KP7664,18/05/2024,18/05/2024,Weather Conditions,no description provided
CG1337,18/05/2024,18/05/2024,Weather Conditions,no description provided
FU8993,18/05/2024,18/05/2024,Weather Conditions,no description provided
WK7880,18/05/2024,18/05/2024,Weather Conditions,no description provided
CI5035,18/05/2024,18/05/2024,Weather Conditions,no description provided
TA8642,18/05/2024,18/05/2024,Weather Conditions,no description provided
DT2714,18/05/2024,18/05/2024,Weather Conditions,no description provided
NL9378,18/05/2024,18/05/2024,Weather Conditions,no description provided
GR8535,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZP3620,18/05/2024,18/05/2024,Weather Conditions,no description provided
UX8964,18/05/2024,18/05/2024,Weather Conditions,no description provided
NY9648,18/05/2024,18/05/2024,Weather Conditions,no description provided
YQ3090,18/05/2024,18/05/2024,Weather Conditions,no description provided
RQ8603,18/05/2024,18/05/2024,Weather Conditions,no description provided
OC6657,18/05/2024,18/05/2024,Weather Conditions,no description provided
FO2037,18/05/2024,18/05/2024,Weather Conditions,no description provided
PN3079,18/05/2024,18/05/2024,Weather Conditions,no description provided
EO1106,18/05/2024,18/05/2024,Weather Conditions,no description provided
LO2284,18/05/2024,18/05/2024,Weather Conditions,no description provided
DC2002,18/05/2024,18/05/2024,Weather Conditions,no description provided
YM9750,18/05/2024,18/05/2024,Weather Conditions,no description provided
NN6930,18/05/2024,18/05/2024,Weather Conditions,no description provided
TF3174,18/05/2024,18/05/2024,Weather Conditions,no description provided
WW8534,18/05/2024,18/05/2024,Weather Conditions,no description provided
NR4595,18/05/2024,18/05/2024,Weather Conditions,no description provided
NL7671,18/05/2024,18/05/2024,Weather Conditions,no description provided
SJ1925,18/05/2024,18/05/2024,Weather Conditions,no description provided
SH4100,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZI1885,18/05/2024,18/05/2024,Weather Conditions,no description provided
FB3108,18/05/2024,18/05/2024,Weather Conditions,no description provided
DT6611,18/05/2024,18/05/2024,Weather Conditions,no description provided
YG8320,18/05/2024,18/05/2024,Weather Conditions,no description provided
DX9887,18/05/2024,18/05/2024,Weather Conditions,no description provided
MI9622,18/05/2024,18/05/2024,Weather Conditions,no description provided
YK1114,18/05/2024,18/05/2024,Weather Conditions,no description provided
BE4383,18/05/2024,18/05/2024,Weather Conditions,no description provided
BL4412,18/05/2024,18/05/2024,Weather Conditions,no description provided
DL4962,18/05/2024,18/05/2024,Weather Conditions,no description provided
YY3799,18/05/2024,18/05/2024,Weather Conditions,no description provided
QL1286,18/05/2024,18/05/2024,Weather Conditions,no description provided
MR9914,18/05/2024,18/05/2024,Weather Conditions,no description provided
NG1349,18/05/2024,18/05/2024,Weather Conditions,no description provided
WN8631,18/05/2024,18/05/2024,Weather Conditions,no description provided
SW1661,18/05/2024,18/05/2024,Weather Conditions,no description provided
CX3781,18/05/2024,18/05/2024,Weather Conditions,no description provided
BX4785,18/05/2024,18/05/2024,Weather Conditions,no description provided
SK3938,18/05/2024,18/05/2024,Weather Conditions,no description provided
MI5386,18/05/2024,18/05/2024,Weather Conditions,no description provided
GD8626,18/05/2024,18/05/2024,Weather Conditions,no description provided
HG7478,18/05/2024,18/05/2024,Weather Conditions,no description provided
LX4486,18/05/2024,18/05/2024,Weather Conditions,no description provided
OE3132,18/05/2024,18/05/2024,Weather Conditions,no description provided
TR8277,18/05/2024,18/05/2024,Weather Conditions,no description provided
GU1679,18/05/2024,18/05/2024,Weather Conditions,no description provided
XB9838,18/05/2024,18/05/2024,Weather Conditions,no description provided
UP4772,18/05/2024,18/05/2024,Weather Conditions,no description provided
OB5955,18/05/2024,18/05/2024,Weather Conditions,no description provided
JZ2368,18/05/2024,18/05/2024,Weather Conditions,no description provided
JL9120,18/05/2024,18/05/2024,Weather Conditions,no description provided
PQ8171,18/05/2024,18/05/2024,Weather Conditions,no description provided
PN7539,18/05/2024,18/05/2024,Weather Conditions,no description provided
JF9657,18/05/2024,18/05/2024,Weather Conditions,no description provided
WH5410,18/05/2024,18/05/2024,Weather Conditions,no description provided
NB6810,18/05/2024,18/05/2024,Weather Conditions,no description provided
PX1293,18/05/2024,18/05/2024,Weather Conditions,no description provided
EK2912,18/05/2024,18/05/2024,Weather Conditions,no description provided
QN9006,18/05/2024,18/05/2024,Weather Conditions,no description provided
PQ2230,18/05/2024,18/05/2024,Weather Conditions,no description provided
HW6385,18/05/2024,18/05/2024,Weather Conditions,no description provided
EM6044,18/05/2024,18/05/2024,Weather Conditions,no description provided
CA2374,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZT3123,18/05/2024,18/05/2024,Weather Conditions,no description provided
LH4539,18/05/2024,18/05/2024,Weather Conditions,no description provided
TE1542,18/05/2024,18/05/2024,Weather Conditions,no description provided
PZ7597,18/05/2024,18/05/2024,Weather Conditions,no description provided
WA6130,18/05/2024,18/05/2024,Weather Conditions,no description provided
HG2538,18/05/2024,18/05/2024,Weather Conditions,no description provided
PR8931,18/05/2024,18/05/2024,Weather Conditions,no description provided
IP4499,18/05/2024,18/05/2024,Weather Conditions,no description provided
KN7756,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZK3757,18/05/2024,18/05/2024,Weather Conditions,no description provided
BX1479,18/05/2024,18/05/2024,Weather Conditions,no description provided
DF9581,18/05/2024,18/05/2024,Weather Conditions,no description provided
SC9871,18/05/2024,18/05/2024,Weather Conditions,no description provided
TU7378,18/05/2024,18/05/2024,Weather Conditions,no description provided
NS7028,18/05/2024,18/05/2024,Weather Conditions,no description provided
BP7604,18/05/2024,18/05/2024,Weather Conditions,no description provided
CT8056,18/05/2024,18/05/2024,Weather Conditions,no description provided
HO5785,18/05/2024,18/05/2024,Weather Conditions,no description provided
HJ2546,18/05/2024,18/05/2024,Weather Conditions,no description provided
EV3026,18/05/2024,18/05/2024,Weather Conditions,no description provided
CG7671,18/05/2024,18/05/2024,Weather Conditions,no description provided
TN6735,18/05/2024,18/05/2024,Weather Conditions,no description provided
AI4992,18/05/2024,18/05/2024,Weather Conditions,no description provided
AA7127,18/05/2024,18/05/2024,Weather Conditions,no description provided
TW8863,18/05/2024,18/05/2024,Weather Conditions,no description provided
HJ7743,18/05/2024,18/05/2024,Weather Conditions,no description provided
VT8826,18/05/2024,18/05/2024,Weather Conditions,no description provided
RV8262,18/05/2024,18/05/2024,Weather Conditions,no description provided
QQ3229,18/05/2024,18/05/2024,Weather Conditions,no description provided
EX7210,18/05/2024,18/05/2024,Weather Conditions,no description provided
AC4845,18/05/2024,18/05/2024,Weather Conditions,no description provided
EW6834,18/05/2024,18/05/2024,Weather Conditions,no description provided
IS6385,18/05/2024,18/05/2024,Weather Conditions,no description provided
PA2798,18/05/2024,18/05/2024,Weather Conditions,no description provided
PN1402,18/05/2024,18/05/2024,Travel Restrictions,no description provided
EO3733,18/05/2024,18/05/2024,Weather Conditions,no description provided
GA8014,18/05/2024,18/05/2024,Weather Conditions,no description provided
WZ3486,18/05/2024,18/05/2024,Weather Conditions,no description provided
WE9131,18/05/2024,18/05/2024,Weather Conditions,no description provided
RA4615,18/05/2024,18/05/2024,Weather Conditions,no description provided
FG3819,18/05/2024,18/05/2024,Weather Conditions,no description provided
GO2541,18/05/2024,18/05/2024,Weather Conditions,no description provided
EN4180,18/05/2024,18/05/2024,Weather Conditions,no description provided
WG8751,18/05/2024,18/05/2024,Weather Conditions,no description provided
CE6170,18/05/2024,18/05/2024,Weather Conditions,no description provided
DS8637,18/05/2024,18/05/2024,Weather Conditions,no description provided
TE6059,18/05/2024,18/05/2024,Weather Conditions,no description provided
EJ4358,18/05/2024,18/05/2024,Weather Conditions,no description provided
RC3479,18/05/2024,18/05/2024,Weather Conditions,no description provided
KN2826,18/05/2024,18/05/2024,Weather Conditions,no description provided
KN7809,18/05/2024,18/05/2024,Weather Conditions,no description provided
RW2606,18/05/2024,18/05/2024,Weather Conditions,no description provided
YY4063,18/05/2024,18/05/2024,Weather Conditions,no description provided
OK9739,18/05/2024,18/05/2024,Weather Conditions,no description provided
FC2225,18/05/2024,18/05/2024,Weather Conditions,no description provided
RQ3317,18/05/2024,18/05/2024,Weather Conditions,no description provided
RU1674,18/05/2024,18/05/2024,Weather Conditions,no description provided
RI8825,18/05/2024,18/05/2024,Weather Conditions,no description provided
RJ2118,18/05/2024,18/05/2024,Weather Conditions,no description provided
WF6500,18/05/2024,18/05/2024,Weather Conditions,no description provided
OC9872,18/05/2024,18/05/2024,Weather Conditions,no description provided
LB5679,18/05/2024,18/05/2024,Weather Conditions,no description provided
WH2452,18/05/2024,18/05/2024,Weather Conditions,no description provided
PT6388,18/05/2024,18/05/2024,Weather Conditions,no description provided
CY1480,18/05/2024,18/05/2024,Weather Conditions,no description provided
CE2326,18/05/2024,18/05/2024,Weather Conditions,no description provided
FI7668,18/05/2024,18/05/2024,Weather Conditions,no description provided
TQ8846,18/05/2024,18/05/2024,Weather Conditions,no description provided
DD5271,18/05/2024,18/05/2024,Weather Conditions,no description provided
JP6331,18/05/2024,18/05/2024,Weather Conditions,no description provided
WW2850,18/05/2024,18/05/2024,Weather Conditions,no description provided
CI5204,18/05/2024,18/05/2024,Weather Conditions,no description provided
DR7828,18/05/2024,18/05/2024,Weather Conditions,no description provided
LK3085,18/05/2024,18/05/2024,Weather Conditions,no description provided
MK3021,18/05/2024,18/05/2024,Weather Conditions,no description provided
PV2111,18/05/2024,18/05/2024,Weather Conditions,no description provided
JB4788,18/05/2024,18/05/2024,Weather Conditions,no description provided
FY3248,18/05/2024,18/05/2024,Weather Conditions,no description provided
TA5546,18/05/2024,18/05/2024,Weather Conditions,no description provided
FP8267,18/05/2024,18/05/2024,Weather Conditions,no description provided
BL3352,18/05/2024,18/05/2024,Weather Conditions,no description provided
MF5559,18/05/2024,18/05/2024,Weather Conditions,no description provided
NP2085,18/05/2024,18/05/2024,Weather Conditions,no description provided
FF5375,18/05/2024,18/05/2024,Weather Conditions,no description provided
SQ6533,19/05/2024,19/05/2024,Weather Conditions,no description provided
SP7310,19/05/2024,19/05/2024,Weather Conditions,no description provided
LL6222,19/05/2024,19/05/2024,Weather Conditions,no description provided
MV2228,19/05/2024,19/05/2024,Weather Conditions,no description provided
QY6248,19/05/2024,19/05/2024,Weather Conditions,no description provided
QK6861,19/05/2024,19/05/2024,Weather Conditions,no description provided
DY2814,19/05/2024,19/05/2024,Weather Conditions,no description provided
DF1591,19/05/2024,19/05/2024,Weather Conditions,no description provided
IR7005,19/05/2024,19/05/2024,Weather Conditions,no description provided
XZ5068,19/05/2024,19/05/2024,Weather Conditions,no description provided
UW5775,19/05/2024,19/05/2024,Weather Conditions,no description provided
YO1576,19/05/2024,19/05/2024,Weather Conditions,no description provided
WR6744,19/05/2024,19/05/2024,Weather Conditions,no description provided
HL9090,19/05/2024,19/05/2024,Weather Conditions,no description provided
AH7668,19/05/2024,19/05/2024,Weather Conditions,no description provided
WV9780,19/05/2024,19/05/2024,Weather Conditions,no description provided
KQ9371,19/05/2024,19/05/2024,Weather Conditions,no description provided
BU1730,19/05/2024,19/05/2024,Weather Conditions,no description provided
NJ5616,19/05/2024,19/05/2024,Weather Conditions,no description provided
LZ5469,19/05/2024,19/05/2024,Weather Conditions,no description provided
GN3008,19/05/2024,19/05/2024,Weather Conditions,no description provided
QG7131,19/05/2024,19/05/2024,Weather Conditions,no description provided
DN7329,19/05/2024,19/05/2024,Weather Conditions,no description provided
SO9998,19/05/2024,19/05/2024,Weather Conditions,no description provided
YY8841,19/05/2024,19/05/2024,Weather Conditions,no description provided
NB7251,19/05/2024,19/05/2024,Weather Conditions,no description provided
II4758,19/05/2024,19/05/2024,Weather Conditions,no description provided
TZ9707,19/05/2024,19/05/2024,Weather Conditions,no description provided
MM1527,19/05/2024,19/05/2024,Weather Conditions,no description provided
HF3132,19/05/2024,19/05/2024,Weather Conditions,no description provided
KE3411,19/05/2024,19/05/2024,Weather Conditions,no description provided
EL1574,19/05/2024,19/05/2024,Weather Conditions,no description provided
YJ4147,19/05/2024,19/05/2024,Weather Conditions,no description provided
SW9691,19/05/2024,19/05/2024,Weather Conditions,no description provided
SX6685,19/05/2024,19/05/2024,Weather Conditions,no description provided
BN8331,19/05/2024,19/05/2024,Weather Conditions,no description provided
XN1117,19/05/2024,19/05/2024,Weather Conditions,no description provided
AE4661,19/05/2024,19/05/2024,Weather Conditions,no description provided
BR1025,19/05/2024,19/05/2024,Weather Conditions,no description provided
CY5831,19/05/2024,19/05/2024,Weather Conditions,no description provided
US1788,19/05/2024,19/05/2024,Weather Conditions,no description provided
DL4882,19/05/2024,19/05/2024,Weather Conditions,no description provided
HI3879,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZB4549,19/05/2024,19/05/2024,Weather Conditions,no description provided
JP3553,19/05/2024,19/05/2024,Weather Conditions,no description provided
NJ3123,19/05/2024,19/05/2024,Weather Conditions,no description provided
HQ4681,19/05/2024,19/05/2024,Weather Conditions,no description provided
GU1334,19/05/2024,19/05/2024,Weather Conditions,no description provided
EI2743,19/05/2024,19/05/2024,Weather Conditions,no description provided
AS8547,19/05/2024,19/05/2024,Weather Conditions,no description provided
KM6213,19/05/2024,19/05/2024,Weather Conditions,no description provided
UA2621,19/05/2024,19/05/2024,Weather Conditions,no description provided
RJ5931,19/05/2024,19/05/2024,Weather Conditions,no description provided
CK3752,19/05/2024,19/05/2024,Weather Conditions,no description provided
BL8759,19/05/2024,19/05/2024,Weather Conditions,no description provided
MQ8729,19/05/2024,19/05/2024,Weather Conditions,no description provided
TG7064,19/05/2024,19/05/2024,Weather Conditions,no description provided
HR9606,19/05/2024,19/05/2024,Weather Conditions,no description provided
DC8535,19/05/2024,19/05/2024,Weather Conditions,no description provided
VS4120,19/05/2024,19/05/2024,Weather Conditions,no description provided
WF4288,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZD7806,19/05/2024,19/05/2024,Weather Conditions,no description provided
QZ3621,19/05/2024,19/05/2024,Weather Conditions,no description provided
PL7980,19/05/2024,19/05/2024,Weather Conditions,no description provided
ND9282,19/05/2024,19/05/2024,Weather Conditions,no description provided
PG7213,19/05/2024,19/05/2024,Weather Conditions,no description provided
BJ4922,19/05/2024,19/05/2024,Weather Conditions,no description provided
QR5452,19/05/2024,19/05/2024,Weather Conditions,no description provided
BJ9269,19/05/2024,19/05/2024,Weather Conditions,no description provided
MC9560,19/05/2024,19/05/2024,Weather Conditions,no description provided
GL1723,19/05/2024,19/05/2024,Weather Conditions,no description provided
FS6379,19/05/2024,19/05/2024,Weather Conditions,no description provided
BG3631,19/05/2024,19/05/2024,Weather Conditions,no description provided
CU8479,19/05/2024,19/05/2024,Weather Conditions,no description provided
WR5478,19/05/2024,19/05/2024,Weather Conditions,no description provided
SJ5306,19/05/2024,19/05/2024,Weather Conditions,no description provided
AN8969,19/05/2024,19/05/2024,Weather Conditions,no description provided
IM6038,19/05/2024,19/05/2024,Weather Conditions,no description provided
YM2225,19/05/2024,19/05/2024,Weather Conditions,no description provided
YU1121,19/05/2024,19/05/2024,Weather Conditions,no description provided
QG3561,19/05/2024,19/05/2024,Weather Conditions,no description provided
KD5021,19/05/2024,19/05/2024,Weather Conditions,no description provided
FF2216,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZS4785,19/05/2024,19/05/2024,Weather Conditions,no description provided
HM9619,19/05/2024,19/05/2024,Weather Conditions,no description provided
OM8041,19/05/2024,19/05/2024,Weather Conditions,no description provided
GQ1628,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZF9168,19/05/2024,19/05/2024,Weather Conditions,no description provided
RU9927,19/05/2024,19/05/2024,Weather Conditions,no description provided
WQ8568,19/05/2024,19/05/2024,Weather Conditions,no description provided
RI7117,19/05/2024,19/05/2024,Weather Conditions,no description provided
BG3450,19/05/2024,19/05/2024,Weather Conditions,no description provided
TE7990,19/05/2024,19/05/2024,Weather Conditions,no description provided
CE9796,19/05/2024,19/05/2024,Weather Conditions,no description provided
MU1530,19/05/2024,19/05/2024,Weather Conditions,no description provided
FQ5941,19/05/2024,19/05/2024,Weather Conditions,no description provided
TI9559,19/05/2024,19/05/2024,Weather Conditions,no description provided
RD7887,19/05/2024,19/05/2024,Weather Conditions,no description provided
